rcp_name,rcp_way,rcp_pat,weight,kcal,carbohydrate,protein,fat,natrium,tag,img,ingredients,MANUAL01,MANUAL_IMG01,MANUAL02,MANUAL_IMG02,MANUAL03,MANUAL_IMG03,MANUAL04,MANUAL_IMG04,MANUAL05,MANUAL_IMG05,MANUAL06,MANUAL_IMG06,RCP_NA_TIP
밥 샌드위치,기타,일품,,322,50.6,14.9,8.1,476,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053753_1416213473486.jpg,"맛살 50g, 마요네즈 3g, 오이 25g, 밥 120g, 치즈슬라이스 20g, 검은깨 2g, 소금 적당량",1. 맛살을 잘게 다져 마요네즈와 소금을 넣고 버무린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1016-1.jpg,2. 오이는 다져서 소금을 뿌려 놓았다가 면보에 짜서 수분을 제거한 뒤 마요네즈에 버무린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1016-2.jpg,3. 밥에 소금을 넣어 버무린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1016-3.jpg,4. 네모난 플라스틱 통에 랩을 깐다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1016-4.jpg,"5. 4에 밥, 치즈, 밥, 오이나 맛살, 밥 순서로 얹어 꼭꼭 누른다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1016-5.jpg,6. 랩을 통째로 꺼내 칼로 조심스럽게 썰어 검은깨로 장식한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1016-6.jpg,오이를 고추장양념이나 간장양념으로 변형시켜도 좋다.
버섯을 넣은 가지 라자냐,굽기,일품,,136,14.8,8.1,5.1,243,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053754_1416213474657.jpg,"돼지고기다진것 12g, 느타리벗서 15g, 표고버섯 10g, 새송이버섯 15g, 가지 15g, 밀가루 6g, 버터 0.5g, 우유 25g, 파마산치즈 3g, 모짜렐라 치즈 7g, 토마토소스 20g, 바질 2g, 오레가노 0.5g, 빵가루 4g",1. 가지에 세로로 칼집을 넣어 소금을 뿌린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1017-1.jpg,"2. 표고버섯, 느타리버섯은 채 썰고 새송이버섯은 세로로 자른다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1017-2.jpg,3. 돼지고기를 곱게 다진 뒤 볶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1017-3.jpg,4. 팬에 버터를 넣어 녹으면 밀가루를 넣고 볶아서 루를 만든 뒤 우유를 넣어 화이트소스를 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1017-4.jpg,"5. 오븐용기에 화이트소스를 깔고 그 위에 가지를 올린 뒤 가지 사이에 버섯, 토마토소스, 화이트소스, 버섯을 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1017-5.jpg,"6. 남은 화이트소스와 치즈, 빵가루 순으로 얹고 180℃로 예열된 오븐에서 윗면이 노릇한 색이 나도록 굽는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1017-6.jpg,라자냐에 돼지고기 대신 닭고기를 사용해도 좋다.
생선찜 채소말이,찌기,반찬,,163,1838,15.5,3.4,346,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053756_1416213476798.jpg,"흰살 생선 70g, 죽순 20g, 청피망 15g, 홍피망 15g, 건표고버섯 10g, 전분 5g, 치즈슬라이스 10g, 참기름 적당량, 소금 적당량, 흰후춧가루 적당량[소스] 잣 3g, 물 4g, 설탕 3g, 레몬즙 3g, 간장 2g, 소금적당량",1. 흰 살 생선을 얇게 포를 떠서 소금과 흰 후춧가루로 밑간을 한 뒤 생선살의 물기를 제거한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1019-1.jpg,"2. 죽순은 5cm 길이로 채 썬 뒤 끓는 물에 데쳐 소금과 참기름으로 무치고 청, 홍피망은 같은 길이로 채썰어 팬에 볶으면서 소금 간 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1019-2.jpg,3. 건 표고버섯을 불려서 얇게 포를 떠 채 썬 뒤 소금과 참기름으로 무쳐서 볶고 슬라이스 치즈도 같은 길이로 채 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1019-3.jpg,4. 1의 생선살을 2장씩 겹쳐 놓고 전분을 위에 뿌려 준비한 속 재료를 올려 돌돌 말아준 뒤 겉면에서 전분을 묻혀 찜통에서 8분간 찐다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1019-4.jpg,"5. 믹서에 잣과 물, 설탕, 소금, 레몬즙, 간장을 넣고 뽀얗게 즙이 나도록 소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1019-5.jpg,6. 완성된 찜에 소스를 곁들여 낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1019-6.jpg,생선을 말 때는 껍질부분이 안으로 들어가게 말아야 보기에도 좋고 잘 풀러지지 않는다.
쇠고기말이 쌈밥,굽기,밥,,204,27.5,11.3,6,354,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053757_1416213477943.jpg,"쇠고기살코기 40g, 당근 10g, 오이피클 10g, 양파 15g, 깻잎 10g, 밥 50g, 전분 6g, 식용유 적당량[밥밑간]깨소금 2g, 참기름 2g, 소금 적당량[쇠고기밑간] 간장 2g, 청주 2g, 참기름 1g, 후춧가루 적당량",1. 소고기는 살코기로 손바닥 크기로 얇게 저며 양념에 재운다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1020-1.jpg,2. 당근과 양파는 채 썰어 팬에 볶으면서 소금으로 간한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1020-2.jpg,3. 오이피클은 물기를 제거하여 채 썰고 깻잎은 깨끗이 씻어 물기를 뺀다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1020-3.jpg,"4. 밥을 고슬고슬하게 지어 밑간을 하고 준비한 당근과 양파, 오이피클을 넣고 잘 섞어 한 입 크기로 뭉쳐 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1020-4.jpg,5. 밑간한 소고기를 넓게 펴고 전분을 뿌린 뒤 깻잎을 깔고 준비한 밥을 올려 싼다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1020-5.jpg,6. 팬에 식용유를 두르고 말아놓은 쌈밥을 굴려가며 소고기가 익을 때 까지 익힌다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1020-6.jpg,쇠고기를 너무 익히게 되면 질겨지므로 조심해야한다.
스테이크 샐러드,굽기,반찬,,177,3.5,17,10.1,404,등심,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053759_1416213479021.jpg,"쇠고기등심 80g, 로메인 30g, 워터크레스 2g, 래디쉬 5g, 방울토마토 10g, 레드어니언 8g, 발사믹식초 4g, 올리브오일 1g, 소금적당량, 통후추 적당량","1. 소고기등심에 소금, 후추로 간하고 팬에서 기호에 따라 굽는다. (스테이크 굽기 정도는 기호에 따라 조절한다.)",http://www.foodsafetykorea.go.kr/uploadimg/cook/1021-1.jpg,2. 양파는 얇게 링으로 썰고 로메인은 적당한 크기로 찢고 래디쉬도 얇게 썰어 찬 물에 담궈둔다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1021-2.jpg,"3. 발사믹 식초에 올리브오일, 소금, 후추를 넣고 소스를 만든다. (기호에 따라 양파 다진 것 등을 첨가할 수 있다.)",http://www.foodsafetykorea.go.kr/uploadimg/cook/1021-3.jpg,"4. 2를 건져내 물기를 제거하고 소금, 후추로 간을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1021-4.jpg,5. 스테이크를 슬라이스 하여 접시에 앞 쪽에 담는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1021-5.jpg,6. 준비된 야채에 드래싱을 넣고 섞은 뒤 스테이크 옆에 담는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1021-6.jpg,발사믹 식초가 없는 경우 사과식초나 양조식초로 대용해도 가능하다.
씨앗죽,끓이기,밥,,198,27.3,5.4,7.9,20,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053801_1416213481209.jpg,"쌀 30g, 참깨 3g, 통아몬드 4g, 땅콩 4g, 호박씨 4g, 물 90g, 소금 적당량",1. 쌀을 깨끗이 씻어 5시간 정도 불린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1023-1.jpg,2. 불린 쌀을 절구에 넣어 쌀알이 반 정도 부서지도록 간다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1023-2.jpg,"3. 참깨, 아몬드, 땅콩, 호박씨를 믹서기에 간다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1023-3.jpg,4. 냄비에 쌀과 물을 넣고 끓인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1023-4.jpg,5. 쌀알이 익으면 3의 씨앗가루를 넣고 끓인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1023-5.jpg,6. 소금간을 하고 준비한 그릇에 담아낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1023-6.jpg,죽을 끓일 때 견과류 간 것을 나중에 넣어야 죽이 묽어지지 않는다.
오븐에 구운 또띠아 칩과 아보카도 딥,굽기,후식,,139,24.1,2.6,3.9,40,또띠아,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053802_1416213482302.jpg,"또띠아 25g, 양파다진것 5g, 할라피뇨다진것 2g, 마늘다진것 3g, 아보카도 12g, 라임주스 3g, 토마토 30g, 소금 적당량",1. 또띠아는 6등분 한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1024-1.jpg,"2. 양파, 할라피뇨, 마늘을 잘게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1024-2.jpg,3. 아보카도는 껍질을 제거하고 토마토는 씨를 제거하여 각각 1cm 주사위모양으로 자른다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1024-3.jpg,4. 170℃로 예열한 오븐에 또띠아를 넣어 바삭하게 굽는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1024-4.jpg,"5. 볼에 2를 넣고 잘 섞어 페이스트를 만들다가 아보카도를 함께 넣고 으깬 후 토마토를 넣고 라임주스, 소금으로 맛을 낸다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1024-5.jpg,6. 구워 낸 또띠아 칩을 찍어 먹을 수 있도록 아보카도딥을 작은 그릇에 담아낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1024-6.jpg,라임 쥬스 대신에 레몬즙이나 오렌지 쥬스를 이용할 수 있다.
참치 쇠고기 양상추 쌈,굽기,반찬,,181,24.9,9.2,5.2,313,캔참치,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053804_1416213484318.jpg,"쇠고기 25g, 밥 60g, 상추 5g, 캔참치 5g[밑간] 후추약간, 달걀흰자 10g, 간장 3g, 설탕 2g, 전분 2g[참치양념] 마요네즈 3g, 양파다진것 3g, 샐러리다진것 2g, 소금적당량, 설탕 적당량, 후춧가루 적당량","1. 소고기는 소금, 후추로 밑간을 하고 실파는 송송 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1026-1.jpg,"2. 참치는 기름을 제거하고 양파, 셀러리, 마요네즈, 소금, 후추, 설탕을 넣고 양념한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1026-2.jpg,3. 상추는 작게 다듬어 얼음물에 담근다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1026-3.jpg,4. 팬에 기름을 두르고 다진 마늘을 넣고 볶다가 밑간한 소고기를 넣고 볶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1026-4.jpg,5. 4에 기호에 맞게 참기름과 실파를 넣는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1026-5.jpg,"6. 물기를 제거한 상추에 밥 한 숟가락을 놓고 볶은 소고기, 참치, 마요네즈, 소스 순으로 얹는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1026-6.jpg,매운맛을 좋아하는 경우 마요네즈에 약간의 고추장을 첨가해도 좋다.
치킨 쇠고기 땅콩소스 꼬치,굽기,반찬,,148,8.3,14.4,6.2,536,가슴살,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053805_1416213485286.jpg,"닭가슴살 30g, 쇠고기 등심 30g, 간장 3g, 카레가루 2g, 땅콩버터 3g, 참기름 0.5g, 올리브오일 2g, 설탕 1.5g, 생강다진것 1g",1. 닭가슴살과 소고기안심을 먹기 좋은 크기로 자른다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1027-1.jpg,"2. 간장, 카레가루, 땅콩버서, 참기름, 올리브오일, 설탕, 다진 생강을 섞어 소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1027-2.jpg,3. 꼬치에 1을 번갈아 끼운다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1027-3.jpg,4. 고기를 끼운 꼬치에 2의 소스를 바른다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1027-4.jpg,5. 오븐을 176℃로 예열한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1027-5.jpg,6. 예열된 오븐에 소스를 바른 꼬치를 구워준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1027-6.jpg,해산물을 이용할 수도 있다. 이럴 경우 소스에 레몬주스를 약간 첨가해 준다.
커리향이 들어간 치킨샐러드 샌드위치,굽기,일품,,194,23.3,8.8,7.4,77,가슴살,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053806_1416213486379.jpg,"닭가슴살 20g, 올리브오일 0.5g, 마요네즈 2g, 식빵 40g, 아몬드 3g, 건포도 2g, 카레가루 0.5g, 레몬주스 2g, 바질약간, 소금적당량, 후추적당량","1. 닭가슴살에 소금, 후추로 간을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1028-1.jpg,2. 팬에 기름을 두르고 닭가슴살을 굽는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1028-2.jpg,3. 구워 낸 닭가슴살을 다져서 볼에 담는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1028-3.jpg,"4. 올리브오일, 카레가루, 레몬주스, 건포도, 아몬드, 마요네즈를 3에 넣고 섞는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1028-4.jpg,5. 식빵을 팬에 바삭하게 굽는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1028-5.jpg,"6. 식빵에 치킨 샐러드를 얹은 뒤 남은 식빵으로 덮고, 사방을 잘라낸다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1028-6.jpg,치킨 샐러드에 수분이 생기지 않게 조심해야 샌드위치가 눅눅해 지지 안는다.
클럽 샌드위치,기타,일품,,1,1,1,1,1,가슴살,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053808_1416213488663.jpg,"식빵 40g, 마요네즈 2g, 삶은달걀 15g, 양상추 8g, 닭가슴살 13g, 토마토 20g, 치즈슬라이스 4g, 슬라이스햄 4g, 베이컨 4g, 소금적당량, 후추적당량",1. 식빵은 앞뒤로 바삭하게 굽는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1030-1.jpg,2. 양상추는 뜯어서 찬물에 담가 두고 토마토는 얇게 슬라이스 하고 달걀도 삶아 egg slicer로 자른다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1030-2.jpg,"3. 닭가슴살에 소금, 후추로 간을 한 뒤 팬에서 익히고 햄과 베이컨도 살짝 굽는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1030-3.jpg,"4. 식빵 한 면에 마요네즈를 바른 뒤 양상추, 베이컨, 토마토를 얹고 다시 식빵 양면에 마요네즈를 바르고 토마토 위에 얹는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1030-4.jpg,"5. 그 위에 양상추, 치즈, 햄, 달걀, 닭고기를 올린 다음 나머지 빵 한 면에 마요네즈를 바른다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1030-5.jpg,6. 빵 칼로 샌드위치의 사방의 테두리를 잘라내고 대각선으로 먹기 좋게 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1030-6.jpg,닭가슴살 대신 참치 통조림을 이용할 수 있다.
토마토 야채 오븐구이,굽기,반찬,,103,17.4,3.1,2.8,67,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053809_1416213489835.jpg,"감자 20g, 고구마 20g, 오릴브오일 2g, 홍피망 15g, 당근 12g, 후추적당량, 소금적당량, 레드어니언 12g, 토마토 25g, 돼지호박 12g, 파마산치즈 2g, 빵가루 5g, 바질약간",1. 양파는 링으로 자르고 나머지 야채는 0.5cm 주사위모양으로 잘라 볼에 담는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1031-1.jpg,2. 볼에 담긴 야채에 소금을 뿌려 골고루 간이 베이도록 섞는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1031-2.jpg,3. 오븐용기에 야채를 가지런히 깔고 올리브 오일을 뿌리뒤 소금과 후추로 간을 한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1031-3.jpg,4. 그릇에 파마산 치즈와 빵가루를 넣고 잘 섞는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1031-4.jpg,5. 3의 야채 위에 4를 뿌려 덮는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1031-5.jpg,6. 180℃로 예열된 오븐에 굽는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1031-6.jpg,집에 남아있는 야채의 종류에 따라 여러 가지 야채를 더 첨가해도 좋다.
가지볶음,볶기,반찬,,37.6,4.7,0.9,2.5,68,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053359_1416213239319.jpg,"가지 70g, 생강 0.5g, 고추장 2g, 물엿 2g, 통깨 0.5g, 들기름 2g",1. 가지를 깨끗하게 씻는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1034-1.jpg,2. 가지를 1x1x4cm 크기로 자른다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1034-2.jpg,3. 생강을 곱게 다진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1034-3.jpg,"4. 다진 생강과 고추장, 물엿, 통깨를 섞어 양념장을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1034-4.jpg,5. 팬에 들기름을 넣고 센불에서 가지를 볶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1034-5.jpg,6. 가지가 다 볶아지면 양념장을 넣고 섞일 정도로만 볶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1034-6.jpg,
고등어 강정,튀기기,반찬,,154.6,10.1,7.8,9.1,207,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053815_1416213495241.jpg,"고등어 35g, 전분 5g, 땅콩 1g, 튀김기름 5g [고등어 밑 양념]생강즙 1g, 청주 2g, 소금적당량, 후춧가루 적당량[조림장]간장 1g, 고추장 3g, 토마토케첩 3g, 설탕 1g, 물엿 3g, 물 5g",1. 고등어는 머리를 자른 뒤 내장을 빼고 잘 씻어 물기를 제거한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1036-1.jpg,"2. 1의 살만 포를 떠서 한입 크기로 자른 뒤 청주, 생강즙, 소금, 후춧가루를 뿌려 밑간 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1036-2.jpg,"3. 전분을 앞, 뒤로 묻혀 170℃ 튀김 기름에 2번 바삭하게 튀긴다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1036-3.jpg,4. 땅콩은 껍질을 벗긴 뒤 비닐봉지에 담아 밀대로 찧어 굵게 다진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1036-4.jpg,"5. 냄비에 간장, 고추장, 설탕, 물엿을 넣고 끓여 조림장을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1036-5.jpg,6. 조림장이 반으로 졸아들면 튀긴 고등어와 땅콩을 넣고 살살 뒤집어가며 윤기나게 버무린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1036-6.jpg,"꽁치, 삼치 등의 다양한 등푸른 생선을 사용할 수 있다."
꽃게볶음,튀기기,반찬,,109,10.1,10.3,2.9,317,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053816_1416213496599.jpg,"꽃게 70g, 청주 2g, 전분 3g, 실파 5g, 참기름 2g, 건고추 3g, 마늘다진것 3g, 생강다진것 2g, 소금적당량, 후춧가루적당량 [양념장]간장 2g, 청주 2g, 설탕 3g, 물 3g","1. 솔을 이용해 게를 깨끗이 씻어 물기를 뺀 뒤 등딱지를 떼고 먹기 좋은 크기로 토막내 소금, 후춧가루, 청주로 밑간 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1037-1.jpg,2. 전분을 묻힌 뒤 찜통에 찐다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1037-2.jpg,"3. 마늘, 생강은 얇게 편썰고 실파는 3cm 길이로 썰고 건 고추는 어슷하게 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1037-3.jpg,"4. 팬에 기름을 두르고 마늘, 생강, 건고추를 넣고 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1037-4.jpg,5. 매콤한 향이 나면 양념장을 넣고 살짝 볶으면서 찐 게를 넣어 맛이 베이도록 뒤적이며 볶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1037-5.jpg,6. 마지막에 실파를 넣고 참기름으로 향을 낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1037-6.jpg,
다시마칩,튀기기,후식,,61,10.3,1.6,2.5,139,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053817_1416213497711.jpg,"다시마 25g, 꿀 7g, 참께 4g, 오트밀 4g",1. 다시마를 젖은 행주로 깨끗하게 닦는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1038-1.jpg,2. 다시마를 4x5cm 크기로 자른다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1038-2.jpg,3. 자른 다시마를 파이팬에 올린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1038-3.jpg,4. 예열된 오븐에서 다시마를 굽는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1038-4.jpg,5. 구운 다시마에 꿀을 묻힌다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1038-5.jpg,6. 참깨나 오트밀을 묻힌다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1038-6.jpg,오븐에서 굽는 것이 적당하지 않으면 기름에 튀기는 것도 가능하다.
브로콜리 쇠고기 볶음,볶기,반찬,,124,13.9,1.2,4.1,300,안심,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053818_1416213498790.jpg,"브로콜리 70g, 쇠고기안심 30g, 물전분 6g, 당근 10g, 마늘다진것 3g, 간장 3g, 생강 3g, 설탕 3g, 식물성기름 2g, 소금적당량",1. 브로콜리는 소금물에 담궜다가 씻는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1039-1.jpg,"2. 브로콜리를 작은 송이로 자른 뒤 기름, 소금을 넣은 물에 데쳐 찬물에 헹군다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1039-2.jpg,"3. 생강과 당근, 마늘, 소고기를 얇게 슬라이스 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1039-3.jpg,4. 소고기를 밑간 한 뒤 10분 정도 재웠다가 기름을 두르고 살짝 익힌다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1039-4.jpg,"5. 마늘, 생강, 당근, 익혀둔 소고기를 팬에 넣고 브로콜리를 넣어 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1039-5.jpg,6. 물 전분을 이용해 소스의 농도를 맞춘다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1039-6.jpg,기름에 데치는 방법은 차가운 기름부터 넣어 온도를 올리는 것으로 조직감이 부드러워 진다.
새우살을 채운 두부 스프(미네스트로네),끓이기,일품,,117,5.9,13.8,4.6,361,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053819_1416213499570.jpg,"새우 35g, 두부 50g, 당근 10g, 돼지호박 10g, 참기름 1g, 생강 1g, 양파 10g, 마늘다진것 1g, 닭육수 70g, 굴소스 3g, 간장 2g, 소금적당량[새우 마리네이션]달걀흰자 5g, 전분 2g, 소금 적당량",1. 새우살을 다져서 양념한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1040-1.jpg,2. 두부는 4x3cm로 썰어 한 쪽 면은 속을 파내고 간이 된 새우살을 채운 뒤 전분을 묻혀 지진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1040-2.jpg,"3. 당근, 양파, 돼지호박은 1.5x1.5x0.2cm 크기로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1040-3.jpg,"4. 팬에 참기름을 두르고 3을 타지 않도록 잘 볶은 뒤 생강, 다진 마늘을 넣고 볶다가 닭육수를 넣어 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1040-4.jpg,5. 육수에 간장과 굴소스로 간을 맞춘다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1040-5.jpg,6. 그릇에 지져낸 새우살을 채운 두부를 넣고 끓인 미네스트로네를 담는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1040-6.jpg,새우살 대신 닭가슴살을 다져서 이용해도 좋다.
시저 샐러드,기타,반찬,,213,24.5,14.5,6.4,220,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053821_1416213501772.jpg,"상추/로메인 60g, 마늘다진것 3g, 앤쵸비 3g, 소금 적당량, 후추 적당량, 달걀노른자 5g, 레몬주스 3g, 올리브오일 1g, 파마산 치즈 5g, 도미살 30g, 밀가루 8g, 달걀물 5g, 빵가루 4g[크루퉁]파슬리다진것 2g, 오레가노다진것 1g, 식빵 20g, 소금적당량, 후추 적당량",1. 상추 잎을 떼내어 잘 씻은 다음 물기를 제거하고 적당한 크기로 잘라 냉장고에서 보관한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1042-1.jpg,2. 크루통을 만들고 서빙하기 전까지 따로 보관한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1042-2.jpg,"3. 마늘, 앤초비, 소금, 후추를 넣고 페이스트를 만든 뒤 달걀 노른자, 레몬주스를 넣고 섞는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1042-3.jpg,4. 3에 올리브오일을 넣어 진한 농도가 나도록 한 뒤 파마산치즈를 넣고 상추를 넣어 잘 섞는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/1042-4.jpg,"5. 도미살을 손가락 길이로 썰어 소금, 후추로 간을 하고 밀가루, 달걀물, 빵가루 순으로 묻혀 170℃ 정도의 기름에서 튀긴다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1042-5.jpg,"6. 차가운 접시에 4, 5를 담고 크루통을 뿌린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/1042-6.jpg,크루통은 식빵을 1cm 의 정육각형으로 잘라 올리브오일을 뿌려 오븐에서 노릇하게 구워낸다.
